id,dwc:catalogNumber,dwc:recordedBy,dwc:recordNumber,dwc:country,dwc:kingdom,dwc:family,dwc:genus,dwc:specificEpithet,dwc:stateProvince,dwc:eventDate,edit_states,lenghtOfRedcordedBy,year,edit_recordedBy
39734caa-f786-4760-8abe-6dacee9e6e30,nha-513087,r. barrett; f. drumheller; a. r. hodgdon,4097,united states,plantae,betulaceae,ostrya,virginiana,new hampshire,1942-07-10T00:00:00+00:00,new hampshire,40,1942,r. barrett; f. drumheller; a. r. hodgdon
1d98d661-18fa-4ece-a6a0-af5cd9aa4cd2,nha-562117,a. r. hodgdon; e. johnson; e. converse,5072,united states,plantae,asteraceae,solidago,rugosa,new hampshire,1942-10-29T00:00:00+00:00,new hampshire,38,1942,a. r. hodgdon; e. johnson; e. converse
607813ee-f1e0-491f-9796-ea0307546004,conn00072878,wm. h. drury jr.,100,united states,plantae,cyperaceae,dulichium,arundinaceum,massachusetts,1942-07-14T00:00:00+00:00,massachusetts,16,1942,w. m. h. drury jr.
8d4cb3c3-29ca-4f1d-bc6e-edf98b19a6ed,155205,w k babel; p moorenovich,,united states,plantae,fabaceae,amorpha,fruticosa,new hampshire,1942-06-11T00:00:00+00:00,new hampshire,24,1942,w. k. babel; p. moorenovich
6fa34c1a-0c19-4e17-a4fc-41544ce30a1f,conn00124684,joan kinsley oarmody,"""16,828""",united states,plantae,cyperaceae,scirpus,atrovirens,massachusetts,1942-05-31T00:00:00+00:00,massachusetts,20,1942,joan kinsley oarmody
f38be71d-7ef3-4529-97d9-68bb7736568f,00552637,burton n. gates;,,united states,plantae,polygonaceae,polygonum,persicaria,massachusetts,1942-06-17T00:00:00+00:00,massachusetts,16,1942,b. n. gates
6fcdf63c-10a3-4d47-9a9a-f5586c581e6b,barcode-00622503,a. r. hodgdon & w. k. babel,4,united states,plantae,poaceae,,,new hampshire,1942-05-12T19:42:00-12:00,new hampshire,27,1942,a. r. hodgdon & w. k. babel
8f78263d-ac21-44d6-937a-809bcdea0202,utc00063176,ar hodgdon; wk babel,1207,united states,plantae,poaceae,alopecurus,pratensis,new hampshire,1942-05-12T00:00:00+00:00,new hampshire,23,1942,a. r. hodgdon & w. k. babel
5b073fb8-48d2-4d4b-ae0c-32a6c9da54d6,nysi7581,"taylor, c. a. jr.",,united states,plantae,scapaniaceae,scapania,undulata,new york,1942-06-27T00:00:00+00:00,new york,17,1942,c. a. taylor jr.
c7be6ec7-417e-4d27-8d40-3127082dbd02,00461721,"a. r. hodgon, russ eggert, w. w. smith;",4356,united states,plantae,ericaceae,vaccinium,angustifolium,new hampshire,1942-09-27T00:00:00+00:00,new hampshire,39,1942,"a. r. hodgon, r. eggert, w. w. smith"
68835e07-84c5-46f9-a2ed-02e89860c1c9,yu.071303,i. w. anderson; j. p. anderson,,united states,plantae,violaceae,viola,rotundifolia,new hampshire,1942-05-03T00:00:00+00:00,new hampshire,30,1942,i. w. anderson; j. p. anderson
7aea668f-190f-428c-bd1c-07be7c34f60c,conn00064008,"""edwards, james l""",,united states,plantae,isoetaceae,isoetes,engelmannii,new jersey,1942-10-31T00:00:00+00:00,new jersey,16,1942,"edwards, james l"
1f29c14b-7272-441a-aafe-29fa3ba75712,00462503,mrs. s. f. chamberlain;,,united states,plantae,orchidaceae,platanthera,grandiflora,massachusetts,1942-09-25,massachusetts,23,1942,s. f. chamberlain
150f0c2e-f565-42d5-ada7-7970837c4ac4,conn00031073,c.a. weatherby & u.l. weatherby,,united states,plantae,asteraceae,solidago,uliginosa,vermont,1942-08-25T00:00:00+00:00,vermont,32,1942,c. a. weatherby & u.l. weatherby
ec6c4411-42ef-4619-9428-a00a0e68005d,conn00072877,wm. h. drury jr.,193,united states,plantae,cyperaceae,eleocharis,obtusa,massachusetts,1942-07-22T00:00:00+00:00,massachusetts,16,1942,w. m. h. drury jr.
afdd9d18-45b5-4e05-876a-b23d05192167,conn00048080,"""drury jr., william holland;""",164,united states,plantae,poaceae,holcus,lanatus,massachusetts,1942-07-16T00:00:00+00:00,massachusetts,27,1942,"drury jr., william holland;"
aed06fc9-d1c7-495a-8fa9-ab15f40c6940,barcode-00269321,"c. a. weatherby, u. f. weatherby & a. w. upham",1246,united states,plantae,caesalpiniaceae,senna,hebecarpa,new hampshire,1942-08-21T00:00:00+00:00,new hampshire,46,1942,"c. a. weatherby & u. f. weatherby, a. w. upham"
b1a6c77f-a152-4963-94ad-6de7bfc08abb,00502741,"h. e. moore, jr.;",334,united states,plantae,primulaceae,lysimachia,hybrida,massachusetts,1942-08-02T00:00:00+00:00,massachusetts,16,1942,h. e. moore jr.
9f8017af-6306-4aff-ab22-3c782908776c,conn00072828,wm. h. drury jr.,,united states,plantae,araceae,peltandra,virginica,massachusetts,1942-07-14T00:00:00+00:00,massachusetts,16,1942,w. m. h. drury jr.
b17207d2-fd02-4939-9690-82ce8b220a39,00553218,"h. e. moore, jr.;",366,united states,plantae,asteraceae,solidago,bicolor,massachusetts,1942-09-06T00:00:00+00:00,massachusetts,16,1942,h. e. moore jr.
1b5bfc5d-1cdd-4119-894d-ccfcc4828fc3,yu.002670,c. a. weatherby; una f. weatherby; a. w. upham,1246,united states,plantae,fabaceae,cassia,marilandica,new hampshire,1942-08-21T00:00:00+00:00,new hampshire,46,1942,"c. a. weatherby & u. f. weatherby, a. w. upham"
4e0ee29c-e18d-4ce9-9843-ee8a7fa8df19,barcode-00622502,a. r. hodgdon & w. k. babel,4,united states,plantae,poaceae,,,new hampshire,1942-05-12T19:42:00-12:00,new hampshire,27,1942,a. r. hodgdon & w. k. babel
862c40b3-781d-4876-93d4-1c1345a5042a,conn00175328,george neville jones & florence freeman jones,,united states,plantae,violaceae,viola,canadensis,massachusetts,1942-06-08T00:00:00+00:00,massachusetts,45,1942,g. n. jones  & f. f. jones
